dir,wav,model,mode,prompt_id,utmos,wer,sim
linux-default,fish_15_cuda_p2.wav,fish_15,default,2,3.7595,0.0000,
linux-default,fish_15_cuda_p3.wav,fish_15,default,3,3.7816,0.2121,
linux-default,fish_15_cuda_p4.wav,fish_15,default,4,3.9493,0.2222,
linux-default,fish_15_cuda_p5.wav,fish_15,default,5,2.9757,0.0000,
linux-default,fish_s2_cuda_p1.wav,fish_s2,default,1,4.4076,0.0000,
linux-default,fish_s2_cuda_p2.wav,fish_s2,default,2,4.4565,0.0000,
linux-default,fish_s2_cuda_p3.wav,fish_s2,default,3,4.5305,0.1212,
linux-default,fish_s2_cuda_p4.wav,fish_s2,default,4,4.4858,0.1111,
linux-default,higgs_v3_cuda_p1.wav,higgs_v3,default,1,4.4372,0.0000,
linux-default,higgs_v3_cuda_p2.wav,higgs_v3,default,2,4.4652,0.0000,
linux-default,higgs_v3_cuda_p3.wav,higgs_v3,default,3,4.5407,0.2121,
linux-default,higgs_v3_cuda_p4.wav,higgs_v3,default,4,4.4890,0.1111,
linux-default,higgs_v3_cuda_p5.wav,higgs_v3,default,5,3.9286,0.0000,
linux-default,indextts_cpu_p1.wav,indextts,default,1,4.2105,0.0000,
linux-default,indextts_cpu_p2.wav,indextts,default,2,3.7483,0.0526,
linux-default,indextts_cpu_p3.wav,indextts,default,3,4.0719,0.1818,
linux-default,indextts_cpu_p4.wav,indextts,default,4,3.9934,0.1111,
linux-default,indextts_cuda_p1.wav,indextts,default,1,4.3693,0.0000,
linux-default,indextts_cuda_p2.wav,indextts,default,2,4.3416,0.0526,
linux-default,indextts_cuda_p3.wav,indextts,default,3,4.0557,0.2727,
linux-default,indextts_cuda_p4.wav,indextts,default,4,4.3086,0.1111,
linux-default,kittentts_cpu_p1.wav,kittentts,default,1,3.4560,0.0000,
linux-default,kittentts_cpu_p2.wav,kittentts,default,2,3.6429,0.0000,
linux-default,kittentts_cpu_p3.wav,kittentts,default,3,4.0792,0.1818,
linux-default,kittentts_cpu_p4.wav,kittentts,default,4,3.6977,0.2778,
linux-default,kokoro_cpu_p1.wav,kokoro,default,1,4.4325,0.0000,
linux-default,kokoro_cpu_p2.wav,kokoro,default,2,4.5182,0.0000,
linux-default,kokoro_cpu_p3.wav,kokoro,default,3,4.5426,0.2121,
linux-default,kokoro_cpu_p4.wav,kokoro,default,4,4.5264,0.1111,
linux-default,kokoro_cpu_p5.wav,kokoro,default,5,3.4531,0.0000,
linux-default,kokoro_cuda_p1.wav,kokoro,default,1,4.4319,0.0000,
linux-default,kokoro_cuda_p2.wav,kokoro,default,2,4.5188,0.0000,
linux-default,kokoro_cuda_p3.wav,kokoro,default,3,4.5441,0.2121,
linux-default,kokoro_cuda_p4.wav,kokoro,default,4,4.5299,0.1111,
linux-default,kokoro_cuda_p5.wav,kokoro,default,5,3.4533,0.0000,
linux-default,longcat_1b_cuda_p1.wav,longcat_1b,default,1,3.4646,0.0000,
linux-default,longcat_1b_cuda_p2.wav,longcat_1b,default,2,3.9753,0.0000,
linux-default,longcat_1b_cuda_p3.wav,longcat_1b,default,3,4.3970,0.1515,
linux-default,longcat_1b_cuda_p4.wav,longcat_1b,default,4,4.3773,0.2222,
linux-default,longcat_3p5b_cuda_p1.wav,longcat_3p5b,default,1,4.2103,0.0000,
linux-default,longcat_3p5b_cuda_p2.wav,longcat_3p5b,default,2,4.3602,0.0000,
linux-default,longcat_3p5b_cuda_p3.wav,longcat_3p5b,default,3,4.4081,0.1515,
linux-default,longcat_3p5b_cuda_p4.wav,longcat_3p5b,default,4,4.3843,0.1667,
linux-default,luxtts_cpu_p1.wav,luxtts,default,1,1.4784,1.0000,
linux-default,luxtts_cpu_p2.wav,luxtts,default,2,2.0887,0.3684,
linux-default,luxtts_cpu_p3.wav,luxtts,default,3,3.1240,0.2424,
linux-default,luxtts_cpu_p4.wav,luxtts,default,4,2.5214,0.8333,
linux-default,luxtts_cuda_p1.wav,luxtts,default,1,3.5609,0.0000,
linux-default,luxtts_cuda_p2.wav,luxtts,default,2,3.8640,0.1053,
linux-default,luxtts_cuda_p3.wav,luxtts,default,3,3.3760,0.1515,
linux-default,luxtts_cuda_p4.wav,luxtts,default,4,3.3595,0.1111,
linux-default,magpie_cpu_p1.wav,magpie,default,1,4.3280,0.0000,
linux-default,magpie_cpu_p2.wav,magpie,default,2,4.3856,0.0000,
linux-default,magpie_cpu_p3.wav,magpie,default,3,4.4122,0.1515,
linux-default,magpie_cpu_p4.wav,magpie,default,4,4.4072,0.1667,
linux-default,magpie_cpu_p5.wav,magpie,default,5,3.3192,0.0000,
linux-default,magpie_cuda_p1.wav,magpie,default,1,4.3310,0.0000,
linux-default,magpie_cuda_p2.wav,magpie,default,2,4.4518,0.0000,
linux-default,magpie_cuda_p3.wav,magpie,default,3,4.4230,0.1818,
linux-default,magpie_cuda_p4.wav,magpie,default,4,4.4291,0.1111,
linux-default,magpie_cuda_p5.wav,magpie,default,5,3.4501,0.0000,
linux-default,mars5_cpu_p1.wav,mars5,default,1,3.6498,0.4286,
linux-default,mars5_cpu_p2.wav,mars5,default,2,4.2889,0.0526,
linux-default,mars5_cpu_p3.wav,mars5,default,3,1.6627,0.7576,
linux-default,mars5_cpu_p4.wav,mars5,default,4,4.2234,0.3889,
linux-default,mars5_cuda_p1.wav,mars5,default,1,3.9009,0.0000,
linux-default,mars5_cuda_p2.wav,mars5,default,2,4.3533,0.1579,
linux-default,mars5_cuda_p3.wav,mars5,default,3,1.5930,0.8182,
linux-default,mars5_cuda_p4.wav,mars5,default,4,4.2710,0.3889,
linux-default,maya1_cpu_p1.wav,maya1,default,1,4.3889,0.0000,
linux-default,maya1_cpu_p2.wav,maya1,default,2,4.4532,0.0000,
linux-default,maya1_cuda_p1.wav,maya1,default,1,4.4692,0.0000,
linux-default,maya1_cuda_p2.wav,maya1,default,2,4.4683,0.0000,
linux-default,maya1_cuda_p3.wav,maya1,default,3,4.5015,0.0909,
linux-default,maya1_cuda_p4.wav,maya1,default,4,4.4353,0.1111,
linux-default,metavoice_cuda_p1.wav,metavoice,default,1,3.6144,0.2857,
linux-default,metavoice_cuda_p2.wav,metavoice,default,2,3.7250,0.3158,
linux-default,metavoice_cuda_p3.wav,metavoice,default,3,4.0111,0.6364,
linux-default,metavoice_cuda_p4.wav,metavoice,default,4,3.8317,0.1111,
linux-default,miratts_cuda_p1.wav,miratts,default,1,3.5780,0.0000,
linux-default,miratts_cuda_p2.wav,miratts,default,2,3.8460,0.0000,
linux-default,miratts_cuda_p3.wav,miratts,default,3,4.0782,0.1212,
linux-default,miratts_cuda_p4.wav,miratts,default,4,3.7098,0.2778,
linux-default,miso_cuda_p1.wav,miso,default,1,4.1318,0.2857,
linux-default,miso_cuda_p2.wav,miso,default,2,4.4568,0.3158,
linux-default,miso_cuda_p3.wav,miso,default,3,3.6810,0.4848,
linux-default,miso_cuda_p4.wav,miso,default,4,4.0176,0.5000,
linux-default,moss_tts_cuda_p1.wav,moss_tts,default,1,4.0163,0.0000,
linux-default,moss_tts_cuda_p2.wav,moss_tts,default,2,4.2720,0.1053,
linux-default,moss_tts_cuda_p3.wav,moss_tts,default,3,4.4158,0.1818,
linux-default,moss_tts_cuda_p4.wav,moss_tts,default,4,4.1697,0.0000,
linux-default,moss_tts_cuda_p5.wav,moss_tts,default,5,3.7256,0.0000,
linux-default,moss_tts_nano_cpu_p1.wav,moss_tts_nano,default,1,4.0145,0.0000,
linux-default,moss_tts_nano_cpu_p2.wav,moss_tts_nano,default,2,4.2648,0.0000,
linux-default,moss_tts_nano_cpu_p3.wav,moss_tts_nano,default,3,4.0897,0.1818,
linux-default,moss_tts_nano_cpu_p4.wav,moss_tts_nano,default,4,4.0231,0.0556,
linux-default,moss_tts_nano_cpu_p5.wav,moss_tts_nano,default,5,3.5827,0.0000,
linux-default,moss_tts_nano_cuda_p1.wav,moss_tts_nano,default,1,4.1724,0.2857,
linux-default,moss_tts_nano_cuda_p2.wav,moss_tts_nano,default,2,3.8990,0.0000,
linux-default,moss_tts_nano_cuda_p3.wav,moss_tts_nano,default,3,4.2122,0.2727,
linux-default,moss_tts_nano_cuda_p4.wav,moss_tts_nano,default,4,4.3310,0.0556,
linux-default,moss_tts_nano_cuda_p5.wav,moss_tts_nano,default,5,2.9957,0.3333,
linux-default,moss_tts_v15_cuda_p1.wav,moss_tts_v15,default,1,3.8375,0.0000,
linux-default,moss_tts_v15_cuda_p2.wav,moss_tts_v15,default,2,4.4165,0.0000,
linux-default,moss_tts_v15_cuda_p3.wav,moss_tts_v15,default,3,4.3630,0.2121,
linux-default,moss_tts_v15_cuda_p4.wav,moss_tts_v15,default,4,4.2713,0.1111,
linux-default,moss_tts_v15_cuda_p5.wav,moss_tts_v15,default,5,3.6720,0.0000,
linux-default,neutts_air_cpu_p1.wav,neutts_air,default,1,3.4176,0.0000,
linux-default,neutts_air_cpu_p2.wav,neutts_air,default,2,3.8006,0.0000,
linux-default,neutts_air_cpu_p3.wav,neutts_air,default,3,3.9009,0.3030,
linux-default,neutts_air_cpu_p4.wav,neutts_air,default,4,4.2751,0.0556,
linux-default,neutts_air_cuda_p1.wav,neutts_air,default,1,3.5224,0.0000,
linux-default,neutts_air_cuda_p2.wav,neutts_air,default,2,3.5519,0.0526,
linux-default,neutts_air_cuda_p3.wav,neutts_air,default,3,4.0236,0.1818,
linux-default,neutts_air_cuda_p4.wav,neutts_air,default,4,3.7848,0.0556,
linux-default,neutts_nano_cpu_p1.wav,neutts_nano,default,1,3.6191,0.0000,
linux-default,neutts_nano_cpu_p2.wav,neutts_nano,default,2,3.5201,0.0000,
linux-default,neutts_nano_cpu_p3.wav,neutts_nano,default,3,3.9797,0.2424,
linux-default,neutts_nano_cpu_p4.wav,neutts_nano,default,4,4.0584,0.1667,
linux-default,neutts_nano_cpu_p5.wav,neutts_nano,default,5,3.2298,0.0000,
linux-default,neutts_nano_cuda_p1.wav,neutts_nano,default,1,3.6335,0.0000,
linux-default,neutts_nano_cuda_p2.wav,neutts_nano,default,2,4.1221,0.0526,
linux-default,neutts_nano_cuda_p3.wav,neutts_nano,default,3,4.1629,0.1212,
linux-default,neutts_nano_cuda_p4.wav,neutts_nano,default,4,4.2881,0.1111,
linux-default,neutts_nano_cuda_p5.wav,neutts_nano,default,5,3.4448,0.0000,
linux-default,omnivoice_cpu_p1.wav,omnivoice,default,1,4.4385,0.0000,
linux-default,omnivoice_cpu_p2.wav,omnivoice,default,2,4.3471,0.0000,
linux-default,omnivoice_cpu_p3.wav,omnivoice,default,3,4.3990,0.0606,
linux-default,omnivoice_cpu_p4.wav,omnivoice,default,4,3.8913,0.1111,
linux-default,omnivoice_cpu_p5.wav,omnivoice,default,5,3.4057,0.0000,
linux-default,omnivoice_cuda_p1.wav,omnivoice,default,1,3.7547,0.0000,
linux-default,omnivoice_cuda_p2.wav,omnivoice,default,2,3.9005,0.0000,
linux-default,omnivoice_cuda_p3.wav,omnivoice,default,3,4.1946,0.1212,
linux-default,omnivoice_cuda_p4.wav,omnivoice,default,4,4.1770,0.1667,
linux-default,omnivoice_cuda_p5.wav,omnivoice,default,5,3.6450,0.0000,
linux-default,openvoice_cpu_p1.wav,openvoice,default,1,4.1181,0.1429,
linux-default,openvoice_cpu_p2.wav,openvoice,default,2,4.2812,0.0526,
linux-default,openvoice_cpu_p3.wav,openvoice,default,3,4.1417,0.2424,
linux-default,openvoice_cpu_p4.wav,openvoice,default,4,3.8690,0.1111,
linux-default,openvoice_cpu_p5.wav,openvoice,default,5,3.5331,0.0000,
linux-default,openvoice_cuda_p1.wav,openvoice,default,1,3.9676,0.0000,
linux-default,openvoice_cuda_p2.wav,openvoice,default,2,4.2304,0.0526,
linux-default,openvoice_cuda_p3.wav,openvoice,default,3,4.0393,0.3030,
linux-default,openvoice_cuda_p4.wav,openvoice,default,4,4.2992,0.1111,
linux-default,openvoice_cuda_p5.wav,openvoice,default,5,3.3380,0.0000,
linux-default,outetts_cpu_p1.wav,outetts,default,1,4.4532,0.0000,
linux-default,outetts_cpu_p2.wav,outetts,default,2,4.4602,0.0000,
linux-default,outetts_cpu_p3.wav,outetts,default,3,4.4734,0.1212,
linux-default,outetts_cuda_p1.wav,outetts,default,1,4.4685,0.0000,
linux-default,outetts_cuda_p2.wav,outetts,default,2,4.4144,0.0000,
linux-default,outetts_cuda_p3.wav,outetts,default,3,4.4717,0.1212,
linux-default,outetts_cuda_p4.wav,outetts,default,4,4.3514,0.2222,
linux-default,outetts_cuda_p5.wav,outetts,default,5,4.0474,0.0000,
linux-default,piper_cpu_p1.wav,piper,default,1,4.3353,0.0000,
linux-default,piper_cpu_p2.wav,piper,default,2,4.4154,0.0000,
linux-default,piper_cpu_p3.wav,piper,default,3,4.0490,0.1212,
linux-default,piper_cpu_p4.wav,piper,default,4,4.4457,0.0556,
linux-default,piper_cpu_p5.wav,piper,default,5,3.2402,0.0000,
linux-default,pocket_cpu_p1.wav,pocket,default,1,4.3221,0.0000,
linux-default,pocket_cpu_p2.wav,pocket,default,2,4.3847,0.0000,
linux-default,pocket_cpu_p3.wav,pocket,default,3,4.4176,0.2121,
linux-default,pocket_cpu_p4.wav,pocket,default,4,4.3082,0.0556,
linux-default,pocket_cpu_p5.wav,pocket,default,5,3.0211,0.0000,
linux-default,qwentts_cpu_p1.wav,qwentts,default,1,4.0279,0.0000,
linux-default,qwentts_cpu_p2.wav,qwentts,default,2,4.4671,0.0526,
linux-default,qwentts_cpu_p3.wav,qwentts,default,3,4.5154,0.1515,
linux-default,qwentts_cpu_p4.wav,qwentts,default,4,4.4870,0.1667,
linux-default,qwentts_cpu_p5.wav,qwentts,default,5,3.5626,0.0000,
linux-default,qwentts_cuda_p1.wav,qwentts,default,1,4.4022,0.0000,
linux-default,qwentts_cuda_p2.wav,qwentts,default,2,4.4592,0.0000,
linux-default,qwentts_cuda_p3.wav,qwentts,default,3,4.5055,0.1515,
linux-default,qwentts_cuda_p4.wav,qwentts,default,4,4.5066,0.1111,
linux-default,qwentts_cuda_p5.wav,qwentts,default,5,3.6212,0.0000,
linux-default,qwentts_fast_cuda_p1.wav,qwentts_fast,default,1,4.3488,0.0000,
linux-default,qwentts_fast_cuda_p2.wav,qwentts_fast,default,2,4.4618,0.0000,
linux-default,qwentts_fast_cuda_p3.wav,qwentts_fast,default,3,4.4966,0.1515,
linux-default,qwentts_fast_cuda_p4.wav,qwentts_fast,default,4,4.4900,0.1667,
linux-default,qwentts_fast_cuda_p5.wav,qwentts_fast,default,5,3.1876,0.0000,
linux-default,sesame_cpu_p1.wav,sesame,default,1,3.9686,0.0000,
linux-default,sesame_cpu_p2.wav,sesame,default,2,4.1180,0.1053,
linux-default,sesame_cpu_p3.wav,sesame,default,3,4.2514,0.6061,
linux-default,sesame_cpu_p4.wav,sesame,default,4,4.4094,0.0556,
linux-default,sesame_cuda_p1.wav,sesame,default,1,2.7633,0.0000,
linux-default,sesame_cuda_p2.wav,sesame,default,2,3.8072,0.0000,
linux-default,sesame_cuda_p3.wav,sesame,default,3,1.4261,0.6364,
linux-default,sesame_cuda_p4.wav,sesame,default,4,4.3883,0.0556,
linux-default,soprano_cpu_p1.wav,soprano,default,1,4.2369,0.0000,
linux-default,soprano_cpu_p2.wav,soprano,default,2,4.2407,0.0000,
linux-default,soprano_cpu_p3.wav,soprano,default,3,3.8958,0.1515,
linux-default,soprano_cpu_p4.wav,soprano,default,4,3.7573,0.0556,
linux-default,soprano_cuda_p1.wav,soprano,default,1,4.2507,0.0000,
linux-default,soprano_cuda_p2.wav,soprano,default,2,3.9762,0.0000,
linux-default,soprano_cuda_p3.wav,soprano,default,3,4.0248,0.2727,
linux-default,soprano_cuda_p4.wav,soprano,default,4,3.9939,0.0556,
linux-default,step_editx_cuda_p1.wav,step_editx,default,1,4.4665,0.0000,
linux-default,step_editx_cuda_p2.wav,step_editx,default,2,4.4531,0.0000,
linux-default,step_editx_cuda_p3.wav,step_editx,default,3,4.2035,0.1212,
linux-default,step_editx_cuda_p4.wav,step_editx,default,4,4.4719,0.0556,
linux-default,styletts2_cpu_p1.wav,styletts2,default,1,4.2859,0.0000,
linux-default,styletts2_cpu_p2.wav,styletts2,default,2,4.4459,0.0000,
linux-default,styletts2_cpu_p3.wav,styletts2,default,3,4.4155,0.3030,
linux-default,styletts2_cpu_p4.wav,styletts2,default,4,3.9010,0.3889,
linux-default,styletts2_cuda_p1.wav,styletts2,default,1,4.2859,0.0000,
linux-default,styletts2_cuda_p2.wav,styletts2,default,2,4.4459,0.0000,
linux-default,styletts2_cuda_p3.wav,styletts2,default,3,4.4155,0.3030,
linux-default,styletts2_cuda_p4.wav,styletts2,default,4,3.9010,0.3889,
linux-default,supertonic_cpu_p1.wav,supertonic,default,1,4.4221,0.0000,
linux-default,supertonic_cpu_p2.wav,supertonic,default,2,4.4389,0.0000,
linux-default,supertonic_cpu_p3.wav,supertonic,default,3,4.5159,0.2424,
linux-default,supertonic_cpu_p4.wav,supertonic,default,4,4.4759,0.0556,
linux-default,supertonic_cpu_p5.wav,supertonic,default,5,3.4965,0.0000,
linux-default,vibevoice_15b_cpu_p1.wav,vibevoice_15b,default,1,3.6124,0.0000,0.4822
linux-default,vibevoice_15b_cpu_p2.wav,vibevoice_15b,default,2,2.7570,0.2632,0.4189
linux-default,vibevoice_15b_cpu_p3.wav,vibevoice_15b,default,3,4.1351,0.2424,0.7442
linux-default,vibevoice_15b_cpu_p4.wav,vibevoice_15b,default,4,4.3183,0.1667,0.7636
linux-default,vibevoice_15b_cuda_p1.wav,vibevoice_15b,default,1,3.7451,0.0000,0.4138
linux-default,vibevoice_15b_cuda_p2.wav,vibevoice_15b,default,2,3.7526,0.0000,0.6952
linux-default,vibevoice_15b_cuda_p3.wav,vibevoice_15b,default,3,4.0993,0.2424,0.8027
linux-default,vibevoice_15b_cuda_p4.wav,vibevoice_15b,default,4,3.4136,0.1667,0.6486
linux-default,vibevoice_7b_cuda_p1.wav,vibevoice_7b,default,1,2.6372,0.0000,
linux-default,vibevoice_7b_cuda_p2.wav,vibevoice_7b,default,2,3.7261,0.1579,
linux-default,vibevoice_7b_cuda_p3.wav,vibevoice_7b,default,3,3.6232,0.1212,
linux-default,vibevoice_7b_cuda_p4.wav,vibevoice_7b,default,4,3.9938,0.0556,
linux-default,vibevoice_cpu_p1.wav,vibevoice,default,1,4.1683,0.0000,
linux-default,vibevoice_cpu_p2.wav,vibevoice,default,2,4.4197,0.0000,
linux-default,vibevoice_cpu_p3.wav,vibevoice,default,3,4.0974,0.1818,
linux-default,vibevoice_cpu_p4.wav,vibevoice,default,4,4.1752,0.2222,
linux-default,vibevoice_cuda_p1.wav,vibevoice,default,1,3.9425,0.0000,
linux-default,vibevoice_cuda_p2.wav,vibevoice,default,2,4.1723,0.0000,
linux-default,vibevoice_cuda_p3.wav,vibevoice,default,3,4.3247,0.1515,
linux-default,vibevoice_cuda_p4.wav,vibevoice,default,4,3.9677,0.1111,
linux-default,voxcpm_cpu_p1.wav,voxcpm,default,1,3.5886,0.0000,
linux-default,voxcpm_cpu_p2.wav,voxcpm,default,2,4.3816,0.0000,
linux-default,voxcpm_cpu_p3.wav,voxcpm,default,3,4.4548,0.0606,
linux-default,voxcpm_cpu_p4.wav,voxcpm,default,4,3.6915,0.1111,
linux-default,voxcpm_cpu_p5.wav,voxcpm,default,5,3.2283,0.0000,
linux-default,voxcpm_cuda_p1.wav,voxcpm,default,1,2.9348,0.2857,
linux-default,voxcpm_cuda_p2.wav,voxcpm,default,2,3.8898,0.0000,
linux-default,voxcpm_cuda_p3.wav,voxcpm,default,3,4.4369,0.0909,
linux-default,voxcpm_cuda_p4.wav,voxcpm,default,4,3.8174,0.3889,
linux-default,voxcpm_cuda_p5.wav,voxcpm,default,5,2.4211,0.0000,
linux-default,zipvoice_cpu_p1.wav,zipvoice,default,1,3.7218,0.0000,
linux-default,zipvoice_cpu_p2.wav,zipvoice,default,2,4.4326,0.0000,
linux-default,zipvoice_cpu_p4.wav,zipvoice,default,4,4.2905,0.1667,
linux-default,zipvoice_cpu_p5.wav,zipvoice,default,5,4.3201,0.1333,
linux-default,zonos_cpu_p1.wav,zonos,default,1,4.1991,0.0000,
linux-default,zonos_cpu_p2.wav,zonos,default,2,4.0869,0.0000,
linux-default,zonos_cpu_p3.wav,zonos,default,3,3.9078,0.2424,
linux-default,zonos_cpu_p4.wav,zonos,default,4,4.2187,0.0556,
linux-default,zonos_cpu_p5.wav,zonos,default,5,3.3068,0.0000,
linux-default,zonos_cuda_p1.wav,zonos,default,1,3.9001,0.1429,
linux-default,zonos_cuda_p2.wav,zonos,default,2,4.1882,0.0000,
linux-default,zonos_cuda_p3.wav,zonos,default,3,4.1723,0.2727,
linux-default,zonos_cuda_p4.wav,zonos,default,4,3.8316,0.2222,
linux-default,zonos_cuda_p5.wav,zonos,default,5,3.3133,0.0000,
mac-default,voxtral_mps_p1.wav,voxtral,default,1,3.4770,0.1429,
mac-default,voxtral_mps_p2.wav,voxtral,default,2,3.9925,0.0000,
mac-default,voxtral_mps_p3.wav,voxtral,default,3,3.9715,0.1515,
mac-default,voxtral_mps_p4.wav,voxtral,default,4,3.8333,0.1111,
mac-default,voxtral_mps_p5.wav,voxtral,default,5,3.1864,0.0000,
windows-cloning,chatterbox_cpu_p1.wav,chatterbox,cloning,1,4.1033,0.0000,0.4957
windows-cloning,chatterbox_cpu_p2.wav,chatterbox,cloning,2,4.2741,0.0000,0.7489
windows-cloning,chatterbox_cpu_p3.wav,chatterbox,cloning,3,4.3810,0.2424,0.6455
windows-cloning,chatterbox_cpu_p4.wav,chatterbox,cloning,4,4.3034,0.1111,0.6297
windows-cloning,chatterbox_cuda_p1.wav,chatterbox,cloning,1,4.1024,0.0000,0.6064
windows-cloning,chatterbox_cuda_p2.wav,chatterbox,cloning,2,4.2526,0.0000,0.6190
windows-cloning,chatterbox_cuda_p3.wav,chatterbox,cloning,3,4.3473,0.1818,0.6558
windows-cloning,chatterbox_cuda_p4.wav,chatterbox,cloning,4,4.4114,0.1111,0.6259
windows-cloning,chatterbox_turbo_cpu_p1.wav,chatterbox_turbo,cloning,1,4.2385,0.0000,0.4897
windows-cloning,chatterbox_turbo_cpu_p2.wav,chatterbox_turbo,cloning,2,4.1876,0.0000,0.7690
windows-cloning,chatterbox_turbo_cpu_p3.wav,chatterbox_turbo,cloning,3,4.3872,0.2121,0.7877
windows-cloning,chatterbox_turbo_cpu_p4.wav,chatterbox_turbo,cloning,4,4.1097,0.0556,0.7972
windows-cloning,chatterbox_turbo_cuda_p1.wav,chatterbox_turbo,cloning,1,3.8812,0.0000,0.5849
windows-cloning,chatterbox_turbo_cuda_p2.wav,chatterbox_turbo,cloning,2,4.0512,0.0000,0.6685
windows-cloning,chatterbox_turbo_cuda_p3.wav,chatterbox_turbo,cloning,3,4.3037,0.2727,0.7072
windows-cloning,chatterbox_turbo_cuda_p4.wav,chatterbox_turbo,cloning,4,3.9348,0.1111,0.7027
windows-cloning,coqui_cpu_p1.wav,coqui,cloning,1,3.8321,0.0000,0.3123
windows-cloning,coqui_cpu_p2.wav,coqui,cloning,2,4.2430,0.1053,0.4358
windows-cloning,coqui_cpu_p3.wav,coqui,cloning,3,4.2824,0.2121,0.4775
windows-cloning,coqui_cpu_p4.wav,coqui,cloning,4,4.1777,0.1111,0.4966
windows-cloning,coqui_cpu_p5.wav,coqui,cloning,5,3.3198,0.0000,0.3706
windows-cloning,coqui_cuda_p1.wav,coqui,cloning,1,3.9604,0.0000,0.3784
windows-cloning,coqui_cuda_p2.wav,coqui,cloning,2,3.9913,0.0000,0.4643
windows-cloning,coqui_cuda_p3.wav,coqui,cloning,3,4.3987,0.2121,0.4883
windows-cloning,coqui_cuda_p4.wav,coqui,cloning,4,4.2751,0.1667,0.4441
windows-cloning,coqui_cuda_p5.wav,coqui,cloning,5,2.8258,0.0000,0.3267
windows-cloning,dia_cuda_p1.wav,dia,cloning,1,2.7215,0.8571,0.3130
windows-cloning,dia_cuda_p2.wav,dia,cloning,2,4.1866,0.0000,0.7078
windows-cloning,dia_cuda_p3.wav,dia,cloning,3,3.5616,0.1818,0.5294
windows-cloning,dia_cuda_p4.wav,dia,cloning,4,3.8522,0.3333,0.6553
windows-cloning,dramabox_cuda_p1.wav,dramabox,cloning,1,3.7159,0.0000,0.7337
windows-cloning,dramabox_cuda_p2.wav,dramabox,cloning,2,3.8350,0.0000,0.8020
windows-cloning,dramabox_cuda_p3.wav,dramabox,cloning,3,3.8778,0.1515,0.7561
windows-cloning,dramabox_cuda_p4.wav,dramabox,cloning,4,4.1272,0.1667,0.8205
windows-cloning,echo_cuda_p1.wav,echo,cloning,1,4.0260,0.0000,0.7340
windows-cloning,echo_cuda_p2.wav,echo,cloning,2,4.3372,0.0000,0.8570
windows-cloning,echo_cuda_p3.wav,echo,cloning,3,4.3446,0.2424,0.8886
windows-cloning,echo_cuda_p4.wav,echo,cloning,4,4.1600,0.0556,0.8568
windows-cloning,f5tts_cpu_p1.wav,f5tts,cloning,1,3.8671,0.0000,0.6258
windows-cloning,f5tts_cpu_p2.wav,f5tts,cloning,2,4.2891,0.1053,0.7836
windows-cloning,f5tts_cpu_p3.wav,f5tts,cloning,3,4.2105,0.2121,0.8528
windows-cloning,f5tts_cpu_p4.wav,f5tts,cloning,4,3.6406,0.1667,0.7584
windows-cloning,f5tts_cuda_p1.wav,f5tts,cloning,1,3.9638,0.1429,0.7175
windows-cloning,f5tts_cuda_p2.wav,f5tts,cloning,2,4.0295,0.1053,0.7723
windows-cloning,f5tts_cuda_p3.wav,f5tts,cloning,3,3.9846,0.3636,0.8303
windows-cloning,f5tts_cuda_p4.wav,f5tts,cloning,4,4.1291,0.1667,0.7552
windows-cloning,fish_15_cpu_p1.wav,fish_15,cloning,1,3.4892,0.0000,0.5499
windows-cloning,fish_15_cpu_p2.wav,fish_15,cloning,2,4.0860,0.0000,0.6367
windows-cloning,fish_15_cpu_p3.wav,fish_15,cloning,3,4.1284,0.2727,0.6915
windows-cloning,fish_15_cpu_p4.wav,fish_15,cloning,4,3.9956,0.1111,0.7212
windows-cloning,fish_15_cpu_p5.wav,fish_15,cloning,5,3.1925,0.0000,0.6101
windows-cloning,fish_15_cuda_p1.wav,fish_15,cloning,1,3.4520,0.1429,0.5466
windows-cloning,fish_15_cuda_p2.wav,fish_15,cloning,2,4.0905,0.0000,0.7096
windows-cloning,fish_15_cuda_p3.wav,fish_15,cloning,3,3.7104,0.2121,0.6990
windows-cloning,fish_15_cuda_p4.wav,fish_15,cloning,4,4.0365,0.0556,0.7236
windows-cloning,fish_15_cuda_p5.wav,fish_15,cloning,5,3.0769,0.1333,0.4348
windows-cloning,indextts_cpu_p1.wav,indextts,cloning,1,3.8998,0.0000,0.7724
windows-cloning,indextts_cpu_p2.wav,indextts,cloning,2,3.5886,0.0000,0.8327
windows-cloning,indextts_cpu_p3.wav,indextts,cloning,3,3.8860,0.2121,0.8648
windows-cloning,indextts_cpu_p4.wav,indextts,cloning,4,3.7001,0.2222,0.7639
windows-cloning,indextts_cuda_p1.wav,indextts,cloning,1,3.4428,0.1429,0.7385
windows-cloning,indextts_cuda_p2.wav,indextts,cloning,2,3.7525,0.0000,0.8035
windows-cloning,indextts_cuda_p3.wav,indextts,cloning,3,4.0535,0.1515,0.8698
windows-cloning,indextts_cuda_p4.wav,indextts,cloning,4,3.5717,0.0556,0.8295
windows-cloning,mars5_cpu_p1.wav,mars5,cloning,1,1.3594,1.0000,0.2774
windows-cloning,mars5_cpu_p2.wav,mars5,cloning,2,1.3046,1.0000,-0.0052
windows-cloning,mars5_cpu_p3.wav,mars5,cloning,3,1.2436,0.9697,0.1003
